12 Angry Men,5.974234137442608
12 Years a Slave,9.235434327164231
1917,6.738927661376556
2001: A Space Odyssey,6.057234474223385
A Beautiful Mind,7.220184495271363
Aladdin,5.120016649924181
Alien,5.742685654018969
Aliens,5.203807050100916
All About Eve,5.633048952566937
American Beauty,7.1358675244646745
Amores perros,6.298150200840657
Avengers: Endgame,5.627652545526116
Avengers: Infinity War,5.67552076551241
Babam ve Oglum,7.058364413643536
Bacheha-Ye aseman,6.942744002175459
Back to the Future,7.671548856512436
Barry Lyndon,6.095605439228184
Batman Begins,7.831627655857432
Before Sunset,6.623704025371026
Ben-Hur,6.316996391748413
Blade Runner,6.070422912313656
Braveheart,7.84543609979367
Capharnaüm,6.858604091466374
Casablanca,6.535410182679824
Casino,5.218741614463707
Chinatown,6.8515229845494785
Cidade de Deus,5.708273450695206
Citizen Kane,5.775082427926401
City Lights,8.2974042674709
Coco,8.045958805231493
Cool Hand Luke,5.247375588522205
Dangal,5.211797620692217
Det sjunde inseglet,5.215644421451428
Die Hard,5.379526956196357
Django Unchained,5.904482719283242
Double Indemnity,5.395075696549686
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,7.470698727805355
El secreto de sus ojos,6.973372122104876
Eternal Sunshine of the Spotless Mind,7.67224543647908
Everything Everywhere All at Once,7.18798289501558
Fargo,5.759766769147106
Fight Club,10.634094453842188
Finding Nemo,7.381796532958005
Forrest Gump,6.878386447669466
Full Metal Jacket,7.516657930626342
Gandhi,5.660603282370813
Gisaengchung,9.058523160296659
Gladiator,5.803181190301064
Gone Girl,6.810972698262056
Gone with the Wind,6.574696068418287
Good Will Hunting,5.849909662963601
Gran Torino,7.79712126940575
Green Book,8.462408886967827
Hachi: A Dog's Tale,7.120970121139997
Hacksaw Ridge,8.463738037742754
Hamilton,8.362366081521545
Harry Potter and the Deathly Hallows: Part 2,5.179921582200149
Hauru no ugoku shiro,6.6409015606533774
Heat,5.1859362325185705
Hotaru no haka,5.918151101999659
Hotel Rwanda,7.906718140413319
How to Train Your Dragon,5.2265733830258405
Idi i smotri,6.844772673924081
Ikiru,6.208602104818409
Il buono, il brutto, il cattivo,5.32527308051462
In the Name of the Father,5.459929580632068
Incendies,7.2990730127341275
Inception,5.794327911019095
Indiana Jones and the Last Crusade,5.5053518251980735
Inside Out,7.692032747729266
Interstellar,6.224557855276742
Into the Wild,6.67817567072703
It Happened One Night,7.076835229611321
Jai Bhim,5.932975894495719
Jodaeiye Nader az Simin,7.508861828768802
Joker,5.631411811258716
Judgment at Nuremberg,5.649069685382527
Jurassic Park,5.1859362325185705
Kill Bill: Vol. 1,5.425744700256908
La battaglia di Algeri,6.684978721452047
La haine,6.128494349386836
La vita è bella,8.985205849281993
Ladri di biciclette,6.57776163244311
Lawrence of Arabia,5.472899320449942
Le fabuleux destin d'Amélie Poulain,7.718210896566366
Le salaire de la peur,6.094889672229657
Life of Brian,7.494380717559383
Lock, Stock and Two Smoking Barrels,6.3519958863677495
Logan,7.494306926804051
Léon,5.487247856212395
Mad Max: Fury Road,5.469809756130155
Memento,6.519984216690263
Metropolis,5.93616555094174
Modern Times,8.297375083114241
Mononoke-hime,5.476754235436502
Monsters, Inc.,8.458558659403861
Monty Python and the Holy Grail,5.092940903270678
Mr. Smith Goes to Washington,8.359061884918276
Network,6.1813078251257645
No Country for Old Men,7.247263261672958
North by Northwest,6.141865009695767
Nuovo Cinema Paradiso,6.260174009052087
Oldeuboi,6.166591017370354
Once Upon a Time in America,5.1859362325185705
Once Upon a Time in the West,5.359276145194077
Pan's Labyrinth,6.389012797182034
Paths of Glory,7.135237243954368
Per qualche dollaro in più,5.493035886888546
Persona,7.073468026694977
Pirates of the Caribbean: The Curse of the Black Pearl,5.101982703710809
Psycho,6.988932350953247
Raging Bull,5.1859362325185705
Ran,5.213395835720451
Rashômon,5.793637802720523
Ratatouille,7.325256512185711
Rear Window,6.880024901004491
Rebecca,7.624521001824417
Relatos salvajes,8.716810348302667
Requiem for a Dream,6.771942033529718
Reservoir Dogs,8.051474840974695
Room,7.555678723912628
Salinui chueok,5.702057217359884
Scarface,5.677245771630624
Schindler's List,7.08638380700045
Se7en,8.289924409584557
Sen to Chihiro no kamikakushi,6.322895931299422
Shichinin no samurai,5.1859362325185705
Shutter Island,5.889431645739022
Singin' in the Rain,7.375171295051122
Smultronstället,6.254605804589058
Snatch,7.892921994056784
Some Like It Hot,6.8198653453658995
Spider-Man: Into the Spider-Verse,5.236433164717151
Spider-Man: No Way Home,5.097769045145786
Stand by Me,6.701429261005411
Star Wars,5.863586823205969
Star Wars: Episode VI - Return of the Jedi,6.321589571765986
Sunset Blvd.,5.743877037375177
Taxi Driver,5.2029101846034
Tengoku to jigoku,5.7567627298609025
Terminator 2: Judgment Day,5.469625349000401
The Apartment,8.041543782795292
The Big Lebowski,6.728138729298261
The Bridge on the River Kwai,5.359240853577003
The Dark Knight,8.207420962376647
The Dark Knight Rises,8.494915680685217
The Deer Hunter,5.464415828989169
The Departed,5.6407820886493365
The Elephant Man,6.265106333862557
The Empire Strikes Back,6.47656092672117
The Exorcist,5.147155542637121
The Father,7.041685919012073
The General,5.134376999389373
The Godfather,6.512401166275535
The Godfather Part II,5.800084344783501
The Gold Rush,7.525203650138761
The Grand Budapest Hotel,8.463899654718885
The Grapes of Wrath,5.384400415421207
The Great Dictator,7.402486536862606
The Green Mile,5.607331059381112
The Help,6.441721691830138
The Incredibles,5.536525573943224
The Intouchables,9.028067428277568
The Kid,8.05601570979456
The Lion King,6.046170135548427
The Lives of Others,6.819994057750218
The Lord of the Rings: The Return of the King,5.859192556904116
The Lord of the Rings: The Two Towers,5.957363055575143
The Matrix,5.5307007476781695
The Prestige,9.908856423463673
The Shawshank Redemption,7.4217068325231335
The Shining,6.989557426015699
The Silence of the Lambs,6.4287031559822205
The Sixth Sense,6.520662549696545
The Sound of Music,5.833181362609422
The Sting,7.21338760863551
The Terminator,5.612785731288266
The Thing,5.497279570784733
The Third Man,5.9106359075768875
The Treasure of the Sierra Madre,5.476739891145691
The Usual Suspects,6.734128519939494
The Wizard of Oz,5.881862653026872
The Wolf of Wall Street,5.427692791607244
Three Billboards Outside Ebbing, Missouri,7.897457074821364
To Be or Not to Be,7.130387897455404
To Kill a Mockingbird,5.25868897605144
Tonari no Totoro,6.686484443356378
Top Gun: Maverick,6.373351433737116
Toy Story,9.063233123342549
Trainspotting,6.654709731350186
Tôkyô monogatari,5.854635359416657
Unforgiven,7.770200570004752
Up,8.299585629521486
V for Vendetta,5.911586458052448
Warrior,5.448446881399811
Whiplash,6.895608794605614
Witness for the Prosecution,5.392261055407888
Yôjinbô,6.601101407927035
